"","lichen.rich","Parmeliaceae","Physciaceae","fric","fdiv","raoQ","wetness","rain_lowRH","mat","iso","pseas","ap","rh","totalNS","radiation","ap_reg_mean","rh_reg_mean","wetness_reg_mean","rain_lowRH_reg_mean","mat_reg_mean","iso_reg_mean","pseas_reg_mean","ap_reg_var","rh_reg_var","wetness_reg_var","rain_lowRH_reg_var","mat_reg_var","iso_reg_var","pseas_reg_var","ap_reg_cv","rh_reg_cv","mat_reg_cv","iso_reg_cv","pseas_reg_cv","totalNS_reg","regS_tree","bark_moist_pct.ba","bark_moist_pct.rao.ba","wood_SG.ba","wood_SG.rao.ba","PC1","LogSeed.ba","LogSeed.rao.ba","PIE.ba.tree","propDead","light.mean","lightDist.mean","regS","regFIA","regParm","regPhys","tot_abun_log","parm_abun_log","phys_abun_log","bigTrees","diamDiversity"
"1998_1_47_1158",7,5,2,656.1580336,0.707448057,552.2734675,1.43478548547364,0.52739948874435,18,4,22,1334,102.184813292081,516.457885742188,4084450.528,1402.672502,102.7343233,1.577507105,0.614192177,16.94470538,3.965243382,19.45089667,4.19223105706504,11.53483091,-1.1281759759138,-1.13258730623641,4.10014923,0.10303751,1.32883708431816,11.0987680144884,0.112278258516548,0.241972293884758,0.0259851666275349,1.09621933434496,536.6254349,155,95.638618729256,0.130697422138427,0.474015111514163,0.112372422850354,-0.0801529741603682,1.65042987513345,0.16459041313422,0.877046088701788,0.0784313725490196,46.4516129032258,10.3655913978495,340.332082103784,255.754023452124,95.0021273308323,50.9446517010988,4.641984159,4.223177434,3.597312261,-0.40437179839858,-0.409189710122418
"1998_1_59_1889",16,11,3,859.1503457,0.757841807,397.1968223,1.51690595724195,1.02455114096355,15,3.9,19,1506,98.1070707214803,728.316101074219,4309376.112,1351.525027,102.2295332,1.466056684,0.554119112,15.70244794,3.78516624,17.76214834,4.30187177209264,9.587050033,-1.01563746628661,-1.17554733762076,4.514303216,0.121241867,0.959748289001608,14.8268085530613,0.0937796518570037,0.287490411256221,0.0320307905419763,0.513159999766109,702.3876742,158,83.1128457131709,0.14812399944814,0.51736202108171,0.16292787546896,-0.0953662955432454,2.23727314586195,0.227986859163064,0.741762795122147,0.0384615384615385,39.6739130434783,15.9275362318841,334.056250392162,250.892873428441,95.8748463126479,50.5553173945439,5.05465218,4.744932128,3.091042453,-0.534204408063413,-0.134970746625676
"1998_1_63_1162",6,4,1,316.3390092,0.775245062,318.9324201,1.47314763321722,0.650694677927525,17.5,4,21,1382,101.350333631173,551.998657226562,3697467.345,1408.026947,102.4866687,1.573547461,0.635438725,16.97738947,3.919242105,18.97936842,4.13219312367614,10.98826435,-1.1388277397784,-1.21295432950574,3.707774143,0.101032281,1.1460756215472,9.62902151758322,0.107216523762373,0.218394833289997,0.0257785251059401,0.737554072413122,550.9783655,154,97.8333057510537,0.112081355512094,0.506592993857304,0.137398220372179,-0.120902909385683,2.31933121264529,0.134533047003984,0.775549061904256,0,38.9285714285714,10.8241758241758,326.788843119724,243.157404746746,88.7498813479871,50.8253679418993,3.33220451,2.63905733,2.079441542,-0.0732120314177142,0.292350665589892
"1998_1_69_866",18,10,7,721.5684012,0.725624944,403.5649668,1.61044580835453,0.412360667210989,18.8,4.2,20,1352,105.040975267977,513.028930664062,4120146.167,1393.806318,103.4523399,1.599739464,0.563345059,17.72522009,4.136716727,22.66494045,4.25729683217249,9.521943279,-1.19283377820438,-1.05667995910441,4.04129626,0.085827349,1.82668635558959,12.9746127180348,0.0920418357690525,0.227996957977406,0.020747697912166,2.96027306261906,519.7230432,151,89.3569427533163,0.11951637182598,0.4868926033817,0.125660756383532,-0.10420632389635,2.24119211958139,0.136341752100825,0.74517376719785,0.0588235294117647,37.9166666666667,10.5797101449275,319.806892519584,238.561878007919,88.8652005728039,50.2484178535641,4.916324615,4.448516376,3.80666249,-1.12180924487307,0.10236304510288
"1998_1_73_1469",7,5,2,585.8878298,0.762994371,379.4515109,1.45923430881643,0.819529616883109,16.4,3.8,18,1428,99.5548049858746,648.756530761719,3858611.08,1372.887997,102.5132778,1.516145569,0.575328572,16.21647554,3.879281346,18.31460245,4.2193365820059,10.9344915,-1.07588836328186,-1.17640896393192,4.615013348,0.11958587,1.20716184492713,12.0698389134507,0.106664148631876,0.284587938767365,0.0308268102604384,0.879760277297201,662.2986723,157,92.5883277349317,0.130930775098241,0.4822979387929,0.0906721312337018,-0.0884313377793354,1.46855468707747,0.132174384530437,0.603280361268875,0.121951219512195,55.3703703703704,18.1196581196581,346.943716687399,261.968333206108,97.403803311342,51.7949369887919,3.941581808,3.375879574,3.146305132,-0.63473091677207,0.235896246687505
"1998_1_91_1151",3,2,1,76.0386126,0.626297479,717.0471113,1.70870868615912,0.671091075119636,17.8,4.2,20,1458,103.46435811359,557.6328125,3867290.293,1415.754157,102.6173828,1.59289622,0.641483451,17.24593258,3.946921348,19.30426966,4.09387091146067,11.20761521,-1.17541830505419,-1.20970792391186,3.244409033,0.090621138,1.15786600917559,8.76764719964018,0.109217511733305,0.188126041775353,0.0229599553702584,0.745096689143535,553.6026916,153,98.1132919276105,0.0998897262038949,0.473914352692297,0.114251940008953,-0.0977045276414787,1.66647359227732,0.166029073025136,0.76515972129901,0,35.9302325581395,13.3333333333333,306.11590611477,226.754958996755,82.1609629118621,47.6490695765817,2.833213344,3.091042453,1.098612289,-1.36312738682207,-0.172626061276251
"1998_1_97_925",3,3,0,15.73963038,0.917314834,116.7024587,1.84610444288945,1.06918524695916,18.6,4.3,18,1617,100.902957728626,622.141540527344,3892051.761,1432.702918,103.1373681,1.647899165,0.643562483,17.71713528,3.995915119,19.80742706,4.02563485021517,9.970709759,-1.29357841533443,-1.21413232186911,2.432291152,0.07412874,1.1754621989081,7.40420960739608,0.0966740759695612,0.137284674613604,0.0185511297894013,0.756195578286279,626.4820558,147,93.4886852854936,0.0693773953894736,0.464386729842591,0.0914359427520569,-0.00326222507738497,1.88917291264662,0.0983735417188966,0.807076756899823,0,35,7.73684210526316,282.390786552317,210.436944657596,74.1892715029387,43.8892363455075,3.198673118,3.198673118,0,-0.266169837955654,0.250912198987543
"1998_13_1_818",5,5,0,184.3561051,0.691596411,311.6478916,1.29279250254213,0.234938378685229,18.7,4.4,27,1205,103.663184837178,467.010559082031,3875326.509,1321.107515,102.7539409,1.441573254,0.476261655,17.45551289,4.174986286,24.0224904,4.24281590609313,12.22331591,-1.01525705560529,-1.17918037056004,6.424973708,0.104972214,2.07141326920529,13.2396877630357,0.118957149506273,0.368077050986039,0.0251431278593666,4.90676479570994,463.9823077,149,87.7779860995603,0.0103560291368088,0.539171493316143,0.00781458291158451,0.00758239805651728,2.26226291127889,0.0158531375583849,0.265201357638148,0.1,41.6666666666667,16.6666666666667,349.368918446862,257.815504053221,98.371569446828,53.2954605093319,3.258096538,3.258096538,0,-1.48744233983152,0.342807309886794
"1998_13_107_1064",10,7,2,366.7543565,0.713252123,349.4027485,1.32805165757267,0.0245504419840482,18.1,4.3,21,1153,106.076703749686,483.2900390625,3743597.017,1319.793205,102.8020651,1.442062376,0.471852715,16.76356475,4.098079764,21.79025111,4.24532196746624,11.80708562,-1.02618107793872,-1.17397851508108,6.811322065,0.086621927,1.93882191114469,13.3295681500345,0.114852611263351,0.406317043336502,0.0211371988805438,3.9862054269828,486.950629,152,91,0,0.46,0,-0.144448800535292,0.74242839276337,0,0,0,63.3333333333333,16.6666666666667,349.59216671498,256.72629193342,97.5590276187524,53.5690240833271,3.288401888,3.005682604,1.757857918,-0.564307906513491,0.491509561311805
"1998_13_119_1810",4,2,2,133.4295793,0.802607991,243.732726,1.22095832766022,0.771537397231543,15.7,3.9,14,1343,97.6852389596822,583.623840332031,3718246.484,1284.926299,102.3175904,1.358822758,0.437922755,15.27319628,3.920480993,18.00892164,4.25903877518732,11.11099252,-1.03434296143454,-1.16465342449641,6.700829594,0.07799713,1.60603914859212,14.130598513028,0.108593180083334,0.438731321928641,0.019894785904909,2.24156553329309,595.4193026,154,93.3081316324595,0.139635592485936,0.511729302731672,0.150642091918613,-0.110604063973479,2.45247656714172,0.205586690304364,0.826052617219441,0.0689655172413793,43.4782608695652,5.45454545454545,353.15707404299,260.111254192255,99.3924350280084,53.2413194298153,3.540959324,3.238678452,2.302585093,-0.392580013345825,0.0403246125220436
"1998_13_121_1431",7,7,0,135.2677164,0.787238382,238.9529556,1.36986033725869,0.565381747471518,16,4.1,18,1326,101.173732838651,611.106994628906,3359944.373,1346.858265,102.7012111,1.482524353,0.522579569,16.1762073,3.984138202,19.33294071,4.24028826047979,11.04327686,-1.07409680907953,-1.14721310766427,5.841601792,0.088326466,1.65298374962166,12.9111927527133,0.107528204796409,0.361123079326512,0.0221695286462857,2.32640772113556,614.6816747,155,81.7346870903892,0.112733922744809,0.570109964817741,0.15411539792882,-0.17527031313897,2.69748732664743,0.169760164318418,0.890580446406188,0.075,50.5,9,352.356842441768,260.353796606557,100.59817814836,53.0124590944991,4.060443011,4.060443011,0,-0.69680612381471,0.140150075214734
"1998_13_135_1825",14,9,3,NA,NA,NA,1.34070738139432,0.837020708726005,15.2,3.9,16,1398,98.2184078821121,655.990295410156,3970936.759,1315.488293,102.4113243,1.414793012,0.484352804,15.66374622,3.941767372,18.57817221,4.2667462640721,11.14645136,-1.02362341840824,-1.1679599312463,6.412232579,0.087767483,1.60133673436833,14.0494484963083,0.108840027567147,0.409367752065125,0.0222660230087267,2.14948169058876,643.4425854,155,95.070256840559,0.150752443196822,0.477001864706901,0.138574799600776,-0.0996547033946446,1.36015967271765,0.196494952622053,0.780103107043795,0.261904761904762,41,8.13333333333333,352.253179919131,259.569815995128,99.6759948402506,52.8244316523473,5.260096154,4.882801923,3.860729711,0.369314517282544,-0.157403343108328
"1998_13_147_1790",18,9,5,693.1001639,0.762591389,411.3408142,1.20441376924157,0.407513641635141,16,4,15,1230,101.0992733298,566.680969238281,3430663.201,1286.331867,102.3836231,1.364489956,0.436869169,15.39404238,3.941663335,18.29388245,4.25662899799494,11.32306381,-1.02843937345359,-1.16916769438846,6.843528493,0.075127472,1.65861039147902,14.0370539541333,0.110594482468554,0.444556947685888,0.0190598398734122,2.49060300264474,561.5598815,153,78.4051126528287,0.11022057515077,0.489924376426969,0.110592192299596,-0.0573577698493299,1.42400116660203,0.143999355750099,0.795147597232146,0.0350877192982456,48.5294117647059,9.01960784313725,352.528329121332,259.584467750325,99.2260161517619,53.2011230681883,4.85787254,4.363098625,3.341093458,-0.0302786953950624,-0.708515895721525
"1998_13_155_832",14,13,1,603.7812569,0.761207447,317.0251717,1.49549693507579,-0.0182839716380366,18.6,4.1,22,1190,108.142732734068,418.7001953125,3850810.783,1346.312801,102.8574289,1.489768623,0.513924052,17.60551687,4.179860739,24.02410284,4.2769903253651,11.29874189,-1.04458075359388,-1.12006911625729,5.826780909,0.103688512,2.04920122212851,14.0554369132824,0.109848574000278,0.330963353818308,0.0248066905752479,4.6618043614735,440.3527549,151,99.5206342614628,0.117498343309278,0.449898601348496,0.137731025790843,-0.109683862587254,2.26223740929071,0.130612352524139,0.713592444389451,0.0566037735849057,41.1111111111111,8.52380952380952,341.68009646337,254.84625595475,96.8806773059755,53.0112853618098,5.547128665,5.473320543,2.957511061,0.0422342632501872,-0.518154561570816
"1998_13_159_1405",16,9,5,1110.766099,0.755666822,498.9542363,1.84257684563483,-0.25085660187397,17.1,4,18,1224,113.83790445391,539.881225585938,3840070.539,1333.550833,102.6849465,1.459185073,0.500895695,16.24120833,4.023416667,19.86833333,4.25386544214214,11.19026628,-1.05387595765742,-1.14684234059644,6.378538764,0.080451848,1.75372700878631,13.454137664657,0.108976696793624,0.392737943778349,0.019995902651561,2.8547334986754,550.3075542,154,98.5602418085453,0.0114677360349492,0.469450302260682,0.00446904419009047,0.00234092977874345,1.35614947310169,0.0285644500457944,0.103896195771451,0,43.2608695652174,5.53359683794466,353.179798492712,261.735017923733,99.9306313181458,53.5076376824378,4.744932128,4.143134726,3.555348061,-1.64107534442866,0.0713259297841929
"1998_13_165_1044",8,6,1,344.6608681,0.719177775,331.013418,1.37020260733692,0.0598602994971991,18,4.2,21,1176,106.143918490206,490.624725341797,3849030.136,1307.806468,102.7905685,1.420937673,0.451898131,16.63159204,4.08840796,21.57810945,4.24174929158871,12.03538003,-1.01763912154609,-1.18397288983431,7.091161725,0.08625182,1.94034647906175,13.3415353318164,0.117086423449443,0.426366983265662,0.0210966764676781,4.03955092460614,499.9185445,150,86.8593220338983,0.0303284280790441,0.548529777639558,0.0846068731538003,-0.195704663488127,2.97182224627443,0.205619143561196,0.382933819362223,0,52.5,8.57142857142857,348.281399499385,255.871259735042,97.2523111745639,53.3104200786102,3.353406718,3.063390922,1.435084525,-0.869812633009787,0.354359656966167
"1998_13_175_1082",15,9,3,636.7003844,0.750669816,384.0601503,1.18515670908309,0.221331169449215,17.9,4.3,20,1169,102.739340126709,480.759185791016,3864704.272,1333.50358,102.7811965,1.463979094,0.495893424,16.8126969,4.098186158,21.66443914,4.2554542839575,11.28678493,-1.04540622568624,-1.15099932011442,6.547021138,0.085670061,1.9174335300168,13.5039275110158,0.109813714126202,0.389409336107166,0.0209043849393627,3.81668290536692,480.0636492,152,87.8974943346221,0.142369051953907,0.489947804819547,0.0968844038630025,-0.130614921407667,1.07476383163811,0.142931187244939,0.764164657730978,0.0571428571428571,39.8387096774194,8.45161290322581,350.238540733729,258.789599514913,98.9465474985102,53.2968344140916,5.204006687,4.711779921,3.743604354,0.704349073577676,-0.394775182125427
"1998_13_179_802",15,12,0,806.8079194,0.779711852,429.9081053,1.41838767170656,0.186804016798205,19.1,4.2,29,1228,105.370103107197,482.539245605469,3850304.622,1307.508893,102.7114548,1.416435483,0.455448101,17.48301779,4.184853701,24.33448078,4.21746233107702,12.9849249,-1.00471550595917,-1.20669526319502,6.542822805,0.107233144,2.09102251345953,12.6187890333531,0.126421390148589,0.374238754635506,0.0256241081914945,5.06757785032963,479.4432007,147,86.6888741084463,0.0386828240204136,0.525577427634975,0.095581838949156,-0.088394459007361,2.09368332786735,0.109473999040236,0.504320983000403,0.205128205128205,41.7741935483871,8,348.390078716272,257.246424504324,97.4668372064604,53.5069424323276,5.293304825,5.177561165,0,-0.0257259470714555,0.289330303290953
"1998_13_185_664",11,10,0,619.0622436,0.771257833,346.4907419,1.61154625946601,0.19908496138316,19.5,4.4,29,1289,107.147252633267,467.092956542969,3945010.928,1332.31386,102.8788231,1.466876073,0.488854011,18.39726538,4.278060907,27.04972032,4.24281223875686,11.41715717,-1.08387253722986,-1.11869005287143,4.961298487,0.137845491,2.17753654004078,13.1282153741161,0.110976747458535,0.269675866740147,0.032221488659605,5.56382883518109,463.1693234,146,85.837461796206,0.0565309124809641,0.539870042164867,0.0312259982922333,0.0277965775479659,2.26317277803468,0.0857809022520659,0.620758146100035,0,36.3636363636364,11.4545454545455,320.339833774127,237.739782806953,89.2375923256915,51.0272431255861,4.49980967,4.49980967,0,-0.553744826720878,0.131692032372975
"1998_13_19_830",9,5,3,342.013483,0.721018702,317.9259154,1.52062968664367,0.0138369169556393,18.8,4.2,24,1207,108.074073256946,436.374877929688,3953154.421,1342.100667,102.8540694,1.482405483,0.506902836,17.76968854,4.202224694,24.66017798,4.27443161427509,11.3925737,-1.04298357323401,-1.12280842819423,5.753610476,0.111213746,2.08452031789794,14.0167240077826,0.110764442928303,0.323787919132543,0.0264654448770416,4.92633692662424,442.9174877,149,93.7591990696565,0.0500048931379111,0.496359051254089,0.105273639662161,-0.0796319309501075,1.75676747042808,0.100405885699797,0.525012397831212,0.107142857142857,36.6,6.93333333333333,341.0880314583,254.128679606632,96.675617830391,52.7350238000758,4.48863637,3.931825633,3.465735903,1.73988896625231,-0.722909348871106
"1998_13_193_1094",16,7,8,644.4279345,0.749006675,444.3389439,1.43134546140301,0.103121142196304,17.8,4.2,21,1207,106.319611889723,499.502624511719,3978525.957,1356.860906,102.9218807,1.510810597,0.528406147,16.92176525,4.095240296,21.46395564,4.25974236620626,10.90266344,-1.0693541898074,-1.1285266542263,5.753363318,0.082358287,1.84731872097596,13.4031548919871,0.105931443983029,0.33999782132659,0.0201107336925853,3.27800007277689,506.5782565,153,96.3172872209737,0.0508319304689252,0.480839786286079,0.0743239095843827,-0.0495219478487152,1.49787627998778,0.0807665415719543,0.23299989930753,0.0645161290322581,39.8076923076923,9.15384615384615,347.583344251864,257.885682727385,98.3149935430942,53.4370307370608,4.918154441,4.034240638,4.307437778,-0.549884601381934,0.0177038822064591
"1998_13_239_859",11,6,3,391.0511265,0.858140666,385.8508918,1.6718421622015,0.212882004739091,18.5,4.2,22,1311,107.604110785877,506.293365478516,4251660.891,1378.673755,103.1778007,1.560609247,0.552157349,17.30149831,4.116094732,22.08748188,4.25877320783388,10.21128905,-1.12367812022643,-1.09394266135831,5.002362357,0.084300796,1.83926028385526,13.1616912733644,0.0989678882542803,0.289128852736917,0.0204807715781212,3.12690061299102,504.2475194,153,85.5908202723894,0.0996149723488491,0.493869506738354,0.092702770034134,-0.0798333614318516,1.65530102661346,0.130828101939467,0.644395265506575,0.0714285714285714,47,7,339.077349397009,254.604748622165,96.2596368459337,52.344984897723,4.356708827,3.761200116,3.091042453,-1.20050481588797,0.225693260668767
"1998_13_261_861",12,7,3,651.6075114,0.756736783,530.1361362,1.62769378607369,0.0347515425926235,18.3,4.2,23,1245,108.920504545166,487.904174804688,3858700.611,1364.719961,103.0481196,1.53052344,0.535270435,17.2691025,4.126974007,22.41834232,4.27034717984381,10.75212422,-1.08072340193177,-1.10616169127276,5.417121422,0.085837306,1.90540697777167,13.6553751557533,0.104340809533802,0.313688648382277,0.0207990905332591,3.58759558900339,487.0968447,153,113.327676408879,0.0702995027902733,0.532754167449324,0.0923127860776315,-0.0927949966542793,2.45628825874326,0.130048587910684,0.472386627922478,0,42.0689655172414,4.60591133004926,342.181937585331,255.20473770441,96.8989566464661,53.054596635279,4.442651256,4.17438727,2.48490665,-1.77718907361813,-0.0647877994052777
"1998_13_275_666",10,7,3,287.0135157,0.726926113,275.6080421,1.78742132082287,0.30947810083408,19.4,4.5,24,1374,107.790622175455,476.035217285156,3976442.349,1351.378743,103.023155,1.506609933,0.513897812,18.18156195,4.241926013,25.85320023,4.27967193886247,10.78439804,-1.084662975805,-1.08801983364036,4.85554703,0.122389238,2.11935689752937,14.0894764540484,0.104679361062084,0.267058850243612,0.0288522802200982,5.09146294961411,468.696563,148,98.0226952969622,0.0297812294174831,0.472992106245287,0.0316371721012655,-0.0633182210126874,1.45554602895914,0.0589370617675439,0.0911733536506167,0,41.2962962962963,6.26780626780627,322.781728924438,239.073930533101,90.3086818774608,51.7307584127933,4.816241156,4.463030419,3.630985476,-1.56280144573313,0.0149159707592013
"1998_13_291_1837",22,10,6,681.6926676,0.760690531,358.4068478,1.96035383619742,1.17721469192546,12.2,4,13,1683,100.964069638609,741.971618652344,3826205.255,1290.99339,102.1730056,1.361797898,0.455613685,15.18185824,3.877598237,17.67976497,4.26946449222993,10.9811268,-1.0316337662581,-1.15716747437371,6.237973474,0.093032143,1.47396538291958,14.405902581732,0.107475812574119,0.410883396181679,0.0239922078858733,1.68456935375199,711.7615407,156,75.1546237380565,0.0917706088141888,0.522456394863304,0.185228429973011,-0.09488604447234,2.70425524970688,0.194653343474654,0.843203436508525,0.0344827586206897,46.3461538461538,10.1692307692308,354.065175615471,259.981718268635,99.6063947743501,52.7105898314124,5.260096154,4.727387819,3.766997233,0.160054720044312,-0.0636244604753792
"1998_13_299_806",3,3,0,170.1808827,0.834458788,369.2305131,1.71380458447681,0.113665942302229,19.4,4.5,32,1294,108.991210223896,468.438934326172,3959081.488,1317.885627,102.8127875,1.439006792,0.467705803,18.09547401,4.255168196,26.3204893,4.23407069466153,12.50860878,-1.01973684341236,-1.17606150655989,5.795462979,0.13045522,2.16758134748094,13.0074741986696,0.12166393971178,0.320271410176782,0.0306580642623322,5.58839877646196,465.9354264,146,98.1184340858665,0.0183691999420974,0.474294561419641,0.0374942553931096,0.12036893137185,1.45870086838982,0.044631783919861,0.157868242320293,0.05,39.5535714285714,8.10064935064935,334.123713070293,247.672497787444,92.868664520767,52.6852986570474,3.091042453,3.36729583,0,-1.81095034285369,-0.0312071397805718
"1998_13_3_824",14,11,2,742.9468103,0.773560165,363.2665598,1.65368879525286,0.0390672840872192,18.9,4.3,27,1254,109.13350654815,444.460479736328,3888116.962,1334.480792,102.8532005,1.4693367,0.493922488,17.96961583,4.229860303,25.50174622,4.26477475089863,11.60055051,-1.04036653355489,-1.1335921505782,5.686472887,0.120791011,2.12630654561313,13.7867666138727,0.11278745292909,0.316449329846358,0.0285567376573476,5.24489292012098,452.0485596,149,86.2202648388257,0.0164442651965452,0.570690350360482,0.0519933797364055,0.0169980046497312,2.73687484651197,0.0740585338158872,0.632841731202235,0.125,36.6666666666667,6.66666666666667,341.925554677477,253.700099290917,96.2976712999469,52.9608527759617,4.028916757,3.80666249,2.433613355,-2.17709954956175,-0.0101402555421219
"1998_13_31_1036",9,9,0,423.9991516,0.854408439,352.5682617,1.45887672111636,0.0991649107847646,18.7,4.2,26,1214,106.628981134853,488.049194335938,3827389.427,1301.450895,102.6913719,1.404988899,0.446045547,17.01540966,4.131958763,22.79435703,4.21887780203384,12.8988377,-1.01321656680389,-1.19479692253027,6.871955682,0.093337475,2.01197353040932,12.7189135553209,0.125607803862634,0.403866602057467,0.0225891593681425,4.50968475507817,491.1878564,148,86.5918802261068,0.0288008329644795,0.536347714486006,0.0363939176692259,-0.0768849943825195,2.30554164617666,0.027699715190338,0.161891569144774,0,44.5238095238095,12.4761904761905,348.716033252416,255.892867052493,97.5058805737746,53.4569119944984,4.574710979,4.574710979,0,-0.913238457240906,0.024730635078932
"1998_13_31_1043",3,3,0,100.4783344,0.802843717,204.3087838,1.50630482862608,0.0113224690433602,18.4,4.2,23,1202,107.958034235467,496.996154785156,3896047.821,1304.647579,102.7372424,1.412805784,0.449193753,16.81889641,4.109890682,22.19937533,4.2326531162528,12.44256349,-1.01482147239091,-1.18760412276549,7.070439615,0.09063129,1.98110721873966,13.0966404146449,0.121110545692435,0.420386655737777,0.0220519952992755,4.31287096401374,495.2373878,149,99,0,0.47,0,0.162638807758562,1.39184791756707,0,0,0,47.7173913043478,7.57971014492754,347.896726153183,255.540055438852,97.1689863791405,53.2870880299122,3.341093458,3.341093458,0,-1.88398196933738,-0.0200613551889324
"1998_13_311_1814",13,9,2,655.0175387,0.770721364,396.9167847,2.00601327055457,0.902540696922084,13.8,4,14,1615,104.111392835557,722.6064453125,4098638.141,1294.78869,102.2270712,1.370945382,0.45925839,15.2812128,3.896019345,17.85342262,4.26868094502913,11.01375043,-1.0273507391785,-1.16283075718639,6.344801357,0.090244662,1.50988327071295,14.3377844766315,0.107738100101219,0.415202735544655,0.0231632992571807,1.81201498606546,693.0295537,155,83.0801196733586,0.0790998058735161,0.498359425717131,0.194993621300725,-0.0908876105032472,1.57567097316969,0.1848034936055,0.765158700875455,0.12962962962963,47,12.025641025641,354.428270617978,260.240561342873,99.1263871902441,53.5226900890209,5.049856007,4.757891273,3.277144733,-0.848703167490835,0.0892659248290029
"1998_13_321_835",13,9,3,514.8961557,0.748860791,324.2942549,1.55145111469582,0.047004851436995,18.8,4.2,23,1226,108.051018485138,453.683441162109,3879672.063,1356.386196,102.9603852,1.512150727,0.525827298,17.59899895,4.17223393,23.8024236,4.28100234478051,11.04337788,-1.06066483739847,-1.10374858273737,5.546909909,0.099423684,2.02028549247661,14.0805293922351,0.107258513636563,0.315183262682108,0.023829844075881,4.40214468748468,455.3938928,152,83.4359266522816,0.108226550999015,0.543265237746002,0.065669871884669,-0.175340752890092,2.7480738564139,0.107492808610304,0.560079957709722,0,42,10,340.971304360997,254.02400253874,96.338709872204,52.652630183123,4.189654742,3.828641396,2.772588722,-0.173330202940259,0.427929245078266
"1998_13_49_653",6,6,0,425.6298597,0.737940893,365.4664563,1.60484603115704,0.289981719341472,19.6,4.5,34,1314,106.188347846325,456.807067871094,3965624.985,1311.414148,102.7718223,1.426012613,0.458881048,18.34398714,4.286302251,27.33504823,4.21000024760384,12.79261492,-1.03674288364535,-1.17699303866152,5.459505328,0.142585739,2.19752081671084,12.3668867266178,0.124475898487595,0.297618248766391,0.0332654420174719,5.76502204327737,467.9319236,145,87.4606535930376,0.0134656221195399,0.540542245202068,0.03846349068187,-0.00796949227465002,2.26556192383996,0.035892062052425,0.179105170969935,0,39,6,329.611097263751,243.740192628066,91.9466998072491,52.4842395533775,3.258096538,3.258096538,0,-1.57779052609076,0.218788159197423
"1998_13_79_1088",9,7,2,563.0240517,0.771485709,365.2511538,1.35407638453219,0.143343746021407,17.6,4.2,20,1196,105.165238795286,521.540771484375,3637152.055,1348.0918,102.8828919,1.493925755,0.515489571,16.6578877,4.070543672,20.807041,4.25233417160563,10.89514905,-1.06948691271798,-1.13903922458434,6.04664752,0.08140122,1.81158411543692,13.2621734810641,0.105898549786002,0.362990051853933,0.0199976284642107,3.11439571008679,519.669324,153,85.09895363661,0.0450988420355418,0.560049602596409,0.0861833992355495,-0.114754653432262,1.65400001067887,0.166364710593151,0.701157908896005,0.0277777777777778,44,5.68421052631579,348.999491211802,258.92469067411,98.6266266696242,53.3341507446521,4.343805422,4.110873864,2.833213344,-0.610471868400222,-0.379593029113141
"1998_13_87_677",9,7,2,427.1902594,0.730802566,330.4209383,1.85716710682416,0.249835898390709,19.4,4.5,22,1377,109.061878248389,451.138916015625,3820430.897,1371.260821,103.2163226,1.550054792,0.53768215,18.00310766,4.19372919,24.52497225,4.27652106983675,10.37097923,-1.12114572311961,-1.06868727606476,4.504021431,0.106873481,2.02535904095878,13.7848169075633,0.100478092696552,0.250180219774345,0.0254841159641021,4.32265441605138,455.7443259,149,89,0,0.54,0,0.162638807758562,2.02929988377707,0,0,0,47.5,5,321.669852666913,239.056842003211,90.0194007850295,51.4499651898119,2.104134154,2.028148247,0.875468737,1.27227186726228,0.4088443625701
"1998_17_101_4200",7,4,3,322.7552531,0.772310579,268.7620274,1.03838616020284,0.0683620727777823,12.3,3.1,18,1080,102.800241773126,855.065124511719,3587050.12,1092.71751,101.7935711,1.016223796,0.148658287,11.89463064,3.19746922,21.54069767,4.48655466903456,7.082909624,-1.10332760198778,-0.886651744682484,4.131024872,0.126199546,1.70499054274747,28.0573575507178,0.0695811095677338,0.347301652067104,0.0394685725856651,2.35358982270141,859.5214924,140,82.8964271707884,0.0346482136608459,0.480050292665045,0.102570252602792,-0.171176890863284,1.50953444524378,0.126447179541516,0.767741815544269,0.037037037037037,43.8888888888889,15.9477124183007,267.876130863569,204.380082459578,72.8816148402917,41.7016741301203,3.993602992,3.16758253,3.449987546,-0.818602832921672,-0.419369171483935
"1998_17_117_4961",6,3,2,319.9948795,0.850892279,284.6972837,0.808523869974322,-0.116022562868483,11.9,3,22,957,102.353417108291,704.571899414062,3647300.174,1041.558313,102.1232489,0.944678105,0.043558108,11.60982659,3.081774906,26.62631758,4.3710241304966,10.39783287,-1.32840461565592,-0.85469197247731,4.799287759,0.095783379,2.03758682221852,22.5600750977828,0.101816510755368,0.41338151968039,0.0310805889208574,4.09520563902175,706.2288798,130,74.3080592908641,0.14078720945949,0.569449748541096,0.13901932837314,-0.19740383093996,2.75918273640557,0.260638488550204,0.832990597145527,0.0909090909090909,51.7857142857143,11.2637362637363,257.412536896906,195.097882965798,68.0308633151065,43.018547124309,4.102643365,3.481240089,3.091042453,-0.0403783698535993,0.173664987218416
